rank,participant_id,tier,n_reference_turbines,sub_num,net_score_eur,per_turbine_annual_eur,turbines_year1,fleet_savings_eur,measurement_cost_eur,filename
1,0,U,0,final,0.0,0.0,2000,0.0,0.0,Results_0_U_final.csv
